session_id,session_Name,session_FromTime,session_ToTime,department_ID,course_ID,book_ID
405,"Adaptive actuating customer loyalty",2021-08-27,2021-07-09,340,391,63
406,"Re-contextualized scalable solution",2021-02-17,2020-09-05,435,321,656
407,"Grass-roots scalable service-desk",2020-04-26,2021-02-05,86,132,132
409,"Universal multi-tasking extranet",2021-10-20,2020-12-07,48,113,81
410,"Universal human-resource collaboration",2020-01-11,2020-06-11,259,187,799
411,"Organic executive circuit",2020-09-20,2021-03-19,311,308,872
412,"Polarised multi-tasking functionalities",2021-01-23,2020-05-24,201,143,184
413,"Digitized uniform toolset",2021-05-28,2020-02-15,314,460,685
414,"Persevering 3rd generation projection",2021-06-07,2020-03-05,123,207,122
415,"User-centric mission-critical archive",2021-05-19,2021-05-04,358,3,405
416,"Integrated incremental process improvement",2020-07-06,2021-01-01,171,102,363
417,"Seamless zero administration synergy",2021-05-29,2021-09-06,95,36,839
418,"Monitored exuding artificial intelligence",2021-10-26,2021-09-11,408,1,918
419,"Customizable multi-tasking model",2020-07-14,2020-03-21,234,434,603
420,"Ergonomic motivating core",2021-04-14,2021-06-28,77,232,825
421,"Quality-focused high-level protocol",2020-05-27,2021-05-02,425,64,80
422,"Open-architected dedicated secured line",2020-08-03,2021-08-20,458,152,293
423,"Optimized uniform projection",2021-01-03,2020-08-19,162,452,501
424,"Mandatory bifurcated database",2021-07-14,2020-04-17,38,250,852
425,"Front-line methodical capability",2020-08-31,2021-06-03,3,81,608
426,"Balanced value-added knowledge user",2020-05-23,2021-07-31,197,116,32
427,"Streamlined multimedia middleware",2021-09-27,2020-12-04,178,477,392
429,"Programmable heuristic data-warehouse",2021-05-09,2020-12-06,31,379,671
430,"Assimilated modular customer loyalty",2020-06-22,2021-09-20,167,437,441
431,"Persevering asynchronous open system",2020-03-30,2021-09-16,428,421,470
432,"Managed interactive leverage",2021-02-20,2021-10-16,451,406,927
433,"Synergistic bifurcated migration",2020-11-11,2020-04-30,494,13,505
434,"Self-enabling homogeneous superstructure",2020-06-28,2021-04-11,399,15,483
435,"Reduced static synergy",2020-06-09,2020-09-21,460,492,886
436,"Balanced even-keeled product",2020-04-02,2021-06-29,373,323,6
437,"Enterprise-wide 4th generation policy",2021-07-31,2020-11-01,396,300,803
438,"Phased high-level contingency",2020-02-04,2021-09-07,172,1,156
439,"User-friendly real-time frame",2021-09-08,2020-07-30,332,357,566
440,"Cross-platform heuristic service-desk",2020-05-08,2020-03-01,122,344,479
441,"Public-key national extranet",2021-09-18,2021-01-14,212,499,113
442,"Proactive multi-state portal",2021-05-01,2020-11-27,34,5,244
444,"Up-sized contextually-based orchestration",2020-04-24,2020-10-02,473,205,115
445,"Realigned secondary info-mediaries",2020-03-16,2020-09-19,412,416,272
446,"Grass-roots stable collaboration",2020-12-23,2021-04-16,375,454,862
447,"Multi-lateral fault-tolerant portal",2020-08-22,2020-05-10,222,262,243
448,"Enterprise-wide executive framework",2020-05-04,2021-03-26,55,326,648
450,"Vision-oriented maximized utilisation",2020-11-02,2021-07-12,160,198,249
451,"Right-sized human-resource knowledge user",2020-06-28,2021-01-07,244,151,785
452,"Programmable value-added firmware",2020-11-22,2020-03-16,462,123,980
453,"Profit-focused static internet solution",2020-11-08,2020-09-23,424,277,645
454,"Devolved contextually-based knowledge user",2021-03-03,2021-08-06,271,351,680
455,"Synchronised heuristic flexibility",2020-05-03,2021-03-14,156,209,37
456,"Diverse 24 hour secured line",2020-06-12,2020-07-18,215,115,881
457,"Optional asymmetric forecast",2020-08-13,2021-07-27,452,99,998
458,"Multi-layered needs-based standardization",2020-02-10,2020-11-14,231,12,577
459,"Digitized contextually-based core",2021-05-29,2021-09-02,107,109,412
460,"Seamless eco-centric standardization",2021-07-20,2021-04-27,64,249,532
461,"Adaptive context-sensitive circuit",2021-08-09,2020-03-13,179,358,866
462,"Focused context-sensitive protocol",2020-01-10,2020-03-23,71,38,438
463,"Inverse multi-tasking system engine",2020-01-11,2020-05-13,206,387,178
464,"Persevering system-worthy matrices",2021-02-08,2021-08-21,20,20,754
465,"Operative leading edge internet solution",2020-09-02,2021-01-17,480,243,256
466,"Stand-alone dynamic emulation",2021-09-22,2020-11-07,387,133,957
467,"Focused multimedia toolset",2021-04-03,2020-12-29,215,105,631
468,"Re-engineered holistic open architecture",2021-11-12,2021-01-14,109,246,369
469,"Compatible bandwidth-monitored synergy",2021-01-24,2021-02-04,286,244,167
470,"Expanded neutral model",2021-07-06,2021-09-20,6,140,846
472,"Distributed logistical complexity",2020-05-22,2021-10-29,215,366,709
473,"Ameliorated composite system engine",2021-05-17,2021-07-06,210,44,533
474,"Self-enabling hybrid hub",2020-11-02,2021-05-13,17,321,641
475,"Open-source clear-thinking flexibility",2020-01-17,2020-05-01,144,192,798
476,"Configurable directional array",2020-04-05,2021-01-11,498,465,711
477,"Business-focused responsive pricing structure",2020-11-26,2020-10-17,283,181,468
478,"Sharable bandwidth-monitored implementation",2020-05-20,2020-05-24,291,468,215
479,"Right-sized bottom-line success",2020-08-03,2021-10-17,201,310,62
480,"Universal bottom-line projection",2020-01-14,2020-10-31,434,171,434
481,"Digitized transitional protocol",2021-10-25,2021-07-02,444,466,261
482,"Innovative methodical system engine",2021-06-27,2020-08-26,493,27,611
483,"Proactive leading edge matrices",2020-03-28,2020-08-04,32,99,747
484,"Quality-focused directional collaboration",2020-08-12,2020-11-03,2,253,142
485,"Optional cohesive Graphic Interface",2020-12-10,2020-08-22,317,66,908
486,"Fundamental 6th generation groupware",2020-08-26,2021-01-31,152,336,887
487,"Synergized foreground data-warehouse",2020-10-06,2021-03-07,84,165,364
488,"Phased upward-trending focus group",2021-05-25,2020-03-04,221,470,610
489,"Extended national paradigm",2020-02-26,2021-01-03,235,162,953
490,"Progressive executive installation",2020-12-28,2021-08-26,296,385,862
491,"Synergized systematic definition",2020-11-01,2021-02-05,327,496,248
492,"Integrated grid-enabled policy",2021-02-02,2020-04-10,495,150,601
493,"Proactive homogeneous archive",2020-06-13,2020-03-18,463,164,199
494,"Streamlined real-time software",2020-03-31,2021-10-09,298,385,899
495,"Multi-layered solution-oriented product",2020-08-12,2020-12-14,343,14,704
496,"Reduced heuristic Graphical User Interface",2021-05-08,2020-12-25,13,94,7
497,"Optional grid-enabled hub",2020-08-30,2020-05-06,403,479,608
498,"Down-sized tertiary policy",2020-10-14,2021-03-10,191,204,496
499,"Phased human-resource service-desk",2020-08-28,2021-09-02,481,366,418
500,"Multi-layered methodical approach",2021-02-05,2021-08-13,380,284,198
501,"Compatible national project",2021-02-25,2021-07-17,357,88,534
502,"Networked transitional array",2020-07-07,2020-02-17,395,403,322
503,"Triple-buffered client-driven help-desk",2020-04-20,2020-03-08,210,460,143
505,"Ameliorated 24/7 pricing structure",2020-08-18,2021-07-25,288,263,641
506,"Multi-channelled national archive",2021-04-18,2021-05-28,42,485,722
507,"Open-architected systematic neural-net",2021-06-21,2020-06-30,272,90,208
508,"Robust logistical concept",2021-07-28,2021-10-22,69,207,40
509,"Triple-buffered user-facing benchmark",2020-06-19,2021-08-05,175,395,399
510,"Organic secondary parallelism",2021-01-02,2021-10-09,355,298,388
511,"Down-sized holistic moderator",2020-05-25,2020-08-07,76,365,853
512,"Reverse-engineered logistical matrix",2020-09-08,2021-08-22,248,472,234
513,"Right-sized needs-based installation",2021-08-06,2021-07-06,438,491,197
514,"Enhanced fault-tolerant open system",2021-04-13,2020-04-15,119,268,657
515,"Focused human-resource solution",2020-09-07,2021-04-29,130,295,918
516,"User-friendly bandwidth-monitored array",2020-10-25,2020-12-19,66,103,758
517,"Monitored next generation local area network",2021-10-26,2020-11-17,164,493,312
518,"Polarised context-sensitive projection",2020-09-12,2020-12-28,90,232,676
519,"Virtual web-enabled Graphic Interface",2020-07-15,2021-01-15,123,382,529
520,"Future-proofed optimal protocol",2021-09-25,2020-03-06,23,158,889
521,"Optional executive success",2021-01-16,2021-07-25,364,345,209
522,"Persistent client-driven utilisation",2021-01-04,2020-12-02,378,457,817
523,"Customer-focused intangible solution",2021-09-09,2020-06-04,178,105,605
524,"Integrated upward-trending capacity",2020-01-27,2020-07-27,214,425,958
525,"Ergonomic explicit concept",2020-07-29,2021-08-31,88,296,855
526,"Decentralized bi-directional info-mediaries",2021-06-10,2020-07-10,407,200,862
527,"De-engineered human-resource product",2021-08-04,2021-08-01,223,488,243
528,"Balanced high-level core",2020-07-08,2020-05-11,10,17,195
529,"Reactive human-resource challenge",2021-08-18,2021-05-26,466,267,401
530,"Right-sized even-keeled attitude",2021-11-04,2021-07-09,126,289,229
531,"Multi-channelled hybrid knowledge user",2020-06-10,2020-10-19,329,398,276
532,"Re-contextualized bi-directional adapter",2021-01-08,2021-05-16,297,278,151
533,"Mandatory executive interface",2021-02-02,2021-06-12,62,432,110
534,"Integrated next generation superstructure",2021-08-16,2020-05-25,118,221,695
535,"Implemented empowering superstructure",2020-02-09,2020-03-22,406,222,44
536,"Realigned homogeneous migration",2021-02-18,2021-08-05,17,90,30
537,"Programmable demand-driven groupware",2020-12-31,2020-04-27,445,473,73
538,"Reactive composite matrix",2021-11-11,2020-11-24,175,292,366
539,"Fundamental encompassing benchmark",2021-05-04,2021-03-09,292,231,687
540,"Re-engineered holistic implementation",2021-09-08,2020-08-31,170,248,476
541,"Team-oriented logistical time-frame",2020-12-21,2021-10-20,396,399,249
542,"Focused bandwidth-monitored policy",2020-11-30,2020-04-05,183,28,737
543,"Mandatory discrete artificial intelligence",2021-04-21,2020-04-16,320,285,444
544,"Front-line methodical attitude",2021-03-12,2021-03-20,363,98,277
545,"Re-engineered system-worthy infrastructure",2020-06-14,2020-04-06,396,331,552
546,"Triple-buffered user-facing function",2021-06-09,2021-01-12,109,120,822
547,"Secured dynamic attitude",2021-09-03,2020-08-23,401,59,502
548,"Up-sized motivating hub",2020-11-12,2021-04-12,136,333,430
549,"Decentralized user-facing hub",2020-01-31,2020-12-27,489,217,391
550,"Multi-layered client-server productivity",2021-03-25,2021-06-14,470,188,242
551,"Balanced hybrid adapter",2021-04-11,2021-03-04,92,406,180
552,"Implemented fresh-thinking throughput",2021-05-24,2021-11-02,459,217,124
553,"Balanced national alliance",2020-05-08,2021-06-08,426,214,741
554,"Cross-platform explicit complexity",2021-05-16,2021-03-05,255,482,587
555,"Triple-buffered systematic interface",2020-04-12,2020-05-21,311,163,554
557,"Re-contextualized client-driven capability",2020-11-15,2020-07-24,301,272,923
558,"De-engineered heuristic instruction set",2020-06-26,2020-05-09,493,37,597
559,"Future-proofed cohesive core",2021-03-03,2021-06-18,437,497,119
560,"Switchable global knowledge user",2020-04-22,2020-09-14,439,257,582
561,"Multi-lateral scalable definition",2021-07-04,2020-04-29,20,364,537
562,"Versatile incremental customer loyalty",2020-03-12,2021-07-03,440,468,199
563,"Versatile impactful challenge",2020-12-28,2020-06-14,472,496,339
564,"Front-line 24 hour instruction set",2021-06-29,2021-07-18,196,256,414
565,"Diverse uniform standardization",2021-04-16,2021-08-21,444,257,179
566,"Team-oriented object-oriented service-desk",2021-08-04,2021-07-04,33,92,841
567,"De-engineered client-server protocol",2020-04-13,2020-07-07,96,12,796
569,"Robust encompassing challenge",2021-01-10,2021-07-09,167,77,131
570,"Enterprise-wide motivating interface",2020-08-09,2021-02-19,76,213,260
571,"Customer-focused value-added hierarchy",2020-12-06,2021-08-02,417,48,814
572,"Versatile responsive groupware",2021-05-15,2021-03-18,408,73,615
573,"Organic optimal circuit",2021-09-27,2021-06-16,135,54,154
574,"Balanced asynchronous circuit",2020-07-10,2021-06-18,290,243,499
575,"Multi-channelled multi-tasking utilisation",2020-10-03,2021-03-11,449,378,944
576,"Inverse clear-thinking architecture",2020-06-23,2020-09-24,21,427,894
577,"Visionary disintermediate forecast",2021-06-12,2020-03-07,116,275,847
578,"Phased hybrid task-force",2020-04-06,2020-04-06,96,10,331
579,"Multi-lateral radical projection",2020-12-01,2020-03-03,118,107,4
580,"Multi-tiered interactive Graphic Interface",2021-03-30,2021-09-19,479,340,755
581,"Business-focused 6th generation hardware",2020-03-28,2020-03-12,427,16,161
582,"Quality-focused scalable functionalities",2021-11-08,2021-05-05,279,213,720
583,"Future-proofed methodical database",2020-10-24,2020-03-20,108,454,997
584,"Advanced client-driven concept",2020-03-07,2020-12-15,490,109,215
585,"Enterprise-wide executive paradigm",2021-10-16,2020-08-09,420,407,102
586,"Up-sized discrete internet solution",2020-06-03,2021-01-24,26,243,634
587,"Managed coherent open system",2021-07-27,2020-08-16,154,190,277
588,"Multi-channelled coherent definition",2020-05-19,2021-04-12,483,376,883
590,"Robust background hardware",2020-01-12,2020-06-05,114,460,271
591,"Stand-alone didactic standardization",2020-04-09,2020-06-04,440,198,396
592,"Right-sized reciprocal definition",2020-03-20,2020-12-01,376,423,901
593,"User-friendly asynchronous moratorium",2021-01-30,2020-04-08,459,104,966
594,"Down-sized maximized moderator",2020-02-02,2021-08-20,125,337,594
595,"Balanced 3rd generation paradigm",2020-10-22,2020-06-19,94,332,191
596,"Advanced solution-oriented productivity",2020-11-15,2020-06-19,370,435,383
597,"Function-based 3rd generation collaboration",2021-09-27,2021-08-09,492,208,660
599,"Networked client-driven emulation",2021-07-23,2021-06-28,125,352,137
600,"Enterprise-wide composite open system",2020-06-30,2021-02-23,284,50,761
601,"Optional optimal knowledge user",2020-04-10,2020-09-03,233,432,324
602,"Polarised zero administration success",2020-03-01,2021-07-26,248,248,460
603,"Visionary human-resource adapter",2020-11-17,2020-03-10,269,202,95
604,"Ameliorated local flexibility",2021-06-19,2021-06-02,484,472,465
605,"Integrated cohesive pricing structure",2020-06-18,2021-07-16,328,467,426
606,"Polarised optimal local area network",2020-05-01,2020-04-11,57,357,409
607,"Open-architected asynchronous model",2020-02-28,2021-09-21,5,155,293
608,"Managed asymmetric workforce",2021-05-21,2020-08-03,310,241,934
609,"Universal holistic open system",2021-03-08,2020-02-29,370,250,691
610,"Configurable uniform attitude",2020-05-07,2020-06-06,293,75,363
611,"Function-based systematic open system",2020-12-22,2021-02-17,278,225,839
612,"Seamless well-modulated support",2020-06-30,2020-04-19,335,256,555
613,"Optional radical benchmark",2020-08-06,2021-09-16,248,46,29
614,"Business-focused explicit help-desk",2021-04-07,2021-09-01,190,95,799
615,"Upgradable scalable data-warehouse",2021-05-17,2021-05-09,121,322,266
616,"Centralized object-oriented moderator",2020-10-20,2021-02-01,97,138,835
617,"Persistent contextually-based hardware",2020-06-14,2020-06-19,486,5,967
618,"Ameliorated bottom-line pricing structure",2020-12-16,2021-01-02,108,44,653
619,"Fully-configurable secondary middleware",2021-08-26,2021-06-23,178,367,886
620,"Fundamental static internet solution",2020-07-11,2021-05-15,349,60,7
621,"Triple-buffered empowering open system",2020-06-28,2021-03-11,53,475,125
622,"Multi-lateral 5th generation firmware",2021-09-12,2021-08-13,269,347,579
623,"Focused coherent moderator",2021-02-24,2021-08-22,486,435,512
624,"Multi-channelled discrete portal",2021-03-04,2021-06-11,153,127,704
625,"Horizontal object-oriented core",2020-07-18,2021-06-03,461,151,490
626,"Profit-focused 6th generation hierarchy",2021-03-09,2020-03-26,104,134,712
627,"Inverse explicit archive",2020-07-31,2021-05-25,357,19,428
628,"Stand-alone cohesive projection",2021-08-05,2020-11-18,85,462,816
629,"Managed system-worthy instruction set",2021-02-05,2021-01-05,166,461,927
630,"Vision-oriented demand-driven infrastructure",2020-10-14,2020-06-22,222,360,571
631,"Configurable asynchronous internet solution",2020-07-17,2021-10-06,348,315,230
632,"Programmable 6th generation extranet",2020-10-08,2020-11-14,309,61,440
633,"Monitored intermediate matrices",2020-09-09,2021-06-23,384,381,768
634,"Open-source background task-force",2021-01-01,2020-08-02,169,330,435
635,"Programmable national help-desk",2020-12-11,2021-04-06,300,222,539
636,"Open-source fault-tolerant firmware",2020-09-16,2020-10-04,27,482,326
637,"Switchable systemic open system",2020-02-22,2021-09-12,249,251,469
638,"Programmable multi-state process improvement",2020-05-24,2021-10-17,475,382,598
639,"Down-sized systematic firmware",2020-10-22,2020-10-01,496,272,5
640,"Grass-roots stable contingency",2020-12-08,2021-06-13,279,301,277
641,"Inverse content-based collaboration",2020-05-20,2021-01-22,152,300,420
642,"Synergistic 6th generation capability",2021-02-22,2021-09-04,222,43,506
643,"Triple-buffered incremental open architecture",2021-11-08,2020-02-18,341,470,402
644,"Business-focused motivating algorithm",2020-02-27,2020-12-13,369,94,31
645,"Cross-group tertiary time-frame",2021-04-26,2020-04-08,399,427,58
646,"Total well-modulated structure",2021-03-30,2021-07-24,369,180,144
647,"Stand-alone systemic functionalities",2020-06-23,2021-04-14,359,5,296
648,"Stand-alone executive encoding",2020-06-21,2020-06-19,162,282,200
650,"Upgradable radical matrix",2021-04-02,2021-08-16,281,392,718
651,"Persevering radical workforce",2020-07-03,2020-07-07,24,64,928
652,"Open-source scalable open architecture",2021-04-17,2020-09-14,413,114,24
653,"Phased directional archive",2020-09-01,2021-09-26,99,33,379
654,"User-friendly content-based capability",2021-02-09,2020-09-30,328,129,189
655,"Focused clear-thinking process improvement",2021-04-16,2020-05-21,369,321,703
656,"Function-based exuding budgetary management",2021-08-16,2021-02-16,91,255,108
657,"Vision-oriented content-based moderator",2020-03-31,2021-06-21,425,273,726
658,"Stand-alone homogeneous adapter",2021-08-11,2020-08-21,39,22,358
659,"Stand-alone demand-driven utilisation",2020-11-17,2021-05-25,135,263,6
660,"Streamlined real-time framework",2021-06-15,2020-02-14,475,489,832
661,"Devolved radical adapter",2020-01-08,2021-08-19,268,239,486
662,"Cross-group multi-tasking model",2020-10-07,2020-04-14,93,5,684
663,"Pre-emptive analyzing matrix",2021-09-23,2021-07-23,382,125,937
664,"Expanded human-resource framework",2021-04-27,2021-10-23,111,343,685
665,"Persevering impactful interface",2020-12-25,2020-12-26,120,221,142
666,"Automated explicit complexity",2020-04-21,2021-09-15,310,15,803
667,"Multi-tiered motivating alliance",2021-04-27,2020-04-09,241,16,770
669,"Configurable full-range algorithm",2020-03-26,2021-09-02,154,5,733
670,"Stand-alone 24/7 project",2020-02-26,2020-12-12,441,158,980
671,"Intuitive full-range flexibility",2020-08-22,2020-09-06,308,111,459
672,"Object-based 5th generation hierarchy",2021-10-08,2021-08-31,221,309,193
673,"Vision-oriented 4th generation policy",2020-10-25,2020-10-28,479,129,140
674,"Reverse-engineered regional circuit",2020-10-03,2020-09-29,78,396,836
675,"Multi-channelled optimal capacity",2020-09-29,2021-06-22,424,162,699
676,"Visionary tertiary throughput",2020-07-21,2020-09-01,238,188,972
677,"Versatile eco-centric application",2020-03-10,2021-05-05,418,362,800
678,"Focused homogeneous project",2021-09-27,2021-04-22,390,436,120
679,"Universal impactful success",2020-01-26,2021-05-25,76,243,689
680,"Synergistic asymmetric application",2020-02-14,2021-07-22,243,54,837
681,"Fully-configurable composite array",2020-04-16,2021-07-22,258,465,504
682,"Cross-group fresh-thinking ability",2020-08-04,2020-03-24,79,278,879
683,"Reduced disintermediate installation",2021-02-26,2021-11-06,197,216,938
684,"Upgradable impactful secured line",2020-05-31,2020-07-02,238,490,101
685,"Reactive content-based complexity",2021-10-08,2020-11-26,493,268,777
686,"Organic systemic structure",2021-06-08,2021-01-05,62,222,362
687,"Re-contextualized logistical framework",2021-10-26,2020-02-12,464,364,967
688,"Visionary optimizing algorithm",2020-08-09,2020-06-30,406,195,945
689,"Multi-layered contextually-based core",2021-06-29,2021-08-28,130,350,469
690,"Expanded contextually-based extranet",2021-06-04,2020-09-22,78,406,217
691,"Multi-lateral 24 hour website",2020-06-17,2021-07-11,406,358,788
692,"Decentralized incremental application",2020-04-08,2021-07-09,258,305,875
693,"Cross-platform multimedia capacity",2021-08-30,2020-12-21,426,414,250
694,"Expanded encompassing superstructure",2020-07-24,2021-04-17,294,406,291
695,"De-engineered fault-tolerant concept",2020-10-20,2020-12-18,387,312,916
696,"Enterprise-wide transitional initiative",2021-07-05,2020-09-01,127,205,707
697,"Adaptive impactful encryption",2021-10-16,2020-10-10,59,378,823
698,"Team-oriented methodical software",2020-10-05,2020-09-07,256,277,418
699,"Reactive methodical access",2020-11-06,2021-01-20,492,112,150
700,"Right-sized object-oriented product",2020-06-14,2020-08-16,86,108,510
701,"Optimized zero administration flexibility",2021-05-05,2021-11-08,439,303,976
702,"Optimized needs-based circuit",2020-07-30,2021-08-08,204,477,444
703,"Extended upward-trending process improvement",2020-10-21,2020-05-24,233,196,331
704,"Profound 3rd generation analyzer",2021-03-25,2020-03-09,321,353,458
705,"Advanced didactic superstructure",2021-08-10,2020-04-25,118,227,855
706,"Universal context-sensitive standardization",2021-10-25,2021-05-14,238,91,514
707,"Networked impactful instruction set",2020-11-09,2020-09-21,251,371,956
708,"Realigned asymmetric standardization",2021-09-08,2020-07-17,77,74,593
709,"Expanded eco-centric budgetary management",2021-05-17,2021-06-25,407,233,22
710,"Quality-focused uniform projection",2020-10-19,2021-04-29,376,323,228
711,"Persistent high-level instruction set",2021-03-17,2020-09-06,471,191,768
712,"Cross-group high-level secured line",2021-09-26,2020-08-09,220,188,114
713,"Cloned exuding forecast",2021-02-21,2021-09-06,353,359,3
714,"Fundamental intermediate open system",2021-04-21,2020-11-08,108,12,588
715,"Devolved dedicated support",2020-12-03,2021-02-03,62,417,348
716,"Reduced tertiary approach",2020-04-11,2020-05-15,281,45,576
717,"Object-based executive groupware",2021-03-10,2020-09-11,61,419,83
718,"Exclusive mission-critical moratorium",2021-06-02,2021-10-01,429,401,593
719,"Face to face mission-critical service-desk",2021-09-04,2020-11-27,318,32,570
720,"Implemented logistical help-desk",2020-02-18,2020-10-30,299,275,600
721,"Stand-alone uniform product",2021-03-08,2020-03-31,445,18,214
722,"Business-focused transitional application",2020-02-10,2021-01-15,188,34,961
723,"Managed reciprocal monitoring",2021-09-25,2020-04-08,146,482,94
724,"Operative executive archive",2021-09-20,2020-03-07,121,75,758
725,"Up-sized local database",2021-01-08,2021-01-04,189,467,847
726,"Universal non-volatile initiative",2021-08-14,2020-09-16,100,432,360
727,"Operative motivating alliance",2021-10-13,2021-04-06,333,360,800
728,"Expanded discrete Graphic Interface",2020-11-16,2020-10-08,83,396,554
729,"Adaptive global pricing structure",2020-04-28,2020-06-11,294,461,677
730,"Total incremental system engine",2021-05-05,2021-05-08,91,256,509
731,"Multi-lateral scalable challenge",2020-02-16,2020-04-19,81,373,884
732,"Function-based stable budgetary management",2021-10-07,2021-07-15,469,465,117
733,"Multi-channelled full-range knowledge base",2021-09-06,2021-03-14,276,134,393
735,"Grass-roots zero administration policy",2020-11-24,2020-09-29,315,108,483
736,"Innovative bifurcated artificial intelligence",2020-07-09,2021-10-13,176,103,736
737,"Business-focused mission-critical capability",2020-02-11,2021-08-01,143,392,32
738,"Re-engineered regional adapter",2021-08-11,2021-08-22,401,471,79
739,"Pre-emptive interactive open system",2020-06-25,2021-09-06,277,153,708
740,"Synergistic logistical infrastructure",2020-05-21,2020-10-02,57,433,739
741,"Enhanced discrete matrix",2021-08-05,2020-04-06,203,98,985
742,"Robust background utilisation",2020-01-15,2020-06-28,99,300,243
743,"Inverse heuristic info-mediaries",2021-05-11,2021-06-24,316,354,844
744,"Reactive dynamic circuit",2021-03-27,2021-09-19,394,484,166
745,"Horizontal multimedia model",2020-12-20,2020-07-13,133,373,544
746,"Ameliorated executive software",2020-08-26,2020-08-05,486,243,225
747,"Visionary disintermediate forecast",2020-07-18,2021-03-13,151,12,908
748,"Pre-emptive web-enabled database",2020-07-05,2020-03-14,425,292,387
749,"Face to face user-facing intranet",2020-07-30,2020-07-19,177,486,606
750,"Proactive systemic matrices",2020-01-07,2021-04-04,500,432,52
751,"Cross-group incremental benchmark",2021-04-14,2020-11-24,340,352,485
752,"Distributed client-server monitoring",2020-04-02,2021-06-12,267,246,614
753,"Reverse-engineered scalable flexibility",2021-06-22,2020-04-27,339,199,420
754,"Streamlined full-range throughput",2020-05-27,2020-08-20,100,446,730
755,"Switchable 6th generation analyzer",2021-01-22,2021-01-02,300,449,179
756,"User-centric object-oriented service-desk",2021-07-20,2021-07-21,197,309,380
757,"Switchable 6th generation archive",2020-01-18,2021-02-15,196,431,862
758,"Streamlined web-enabled structure",2020-03-02,2021-06-23,65,74,597
759,"Stand-alone bandwidth-monitored task-force",2020-11-11,2020-04-06,96,379,136
760,"Streamlined homogeneous standardization",2020-12-30,2021-06-29,322,345,319
761,"Advanced tangible internet solution",2020-01-29,2020-04-11,248,4,74
762,"Innovative coherent software",2021-05-20,2021-08-04,268,126,947
763,"Customer-focused grid-enabled architecture",2020-12-05,2020-12-05,155,2,726
764,"Pre-emptive high-level system engine",2021-09-06,2021-01-28,306,325,232
765,"Assimilated tangible product",2020-06-24,2021-06-13,221,279,923
766,"Multi-channelled upward-trending project",2020-09-15,2021-01-16,5,284,773
767,"Cross-group global protocol",2020-08-11,2020-03-19,87,271,283
768,"Ameliorated radical software",2021-06-02,2021-01-13,193,101,366
769,"Focused 24/7 alliance",2020-06-17,2020-09-29,359,204,93
770,"Sharable executive open system",2020-06-04,2021-03-21,291,154,183
771,"Adaptive 24/7 adapter",2020-12-26,2021-05-16,420,433,834
772,"Cloned context-sensitive encoding",2021-02-15,2021-10-17,100,67,651
773,"Multi-layered dedicated frame",2021-05-14,2021-01-07,259,422,845
774,"Pre-emptive multi-state groupware",2021-03-14,2020-02-28,45,339,881
775,"Down-sized methodical initiative",2020-01-27,2021-04-05,208,360,333
776,"Operative contextually-based access",2021-03-02,2020-07-21,107,233,695
777,"Innovative neutral methodology",2020-05-01,2020-03-24,401,373,717
778,"Mandatory contextually-based groupware",2020-07-07,2020-07-17,162,226,649
779,"Object-based secondary archive",2020-04-24,2021-05-05,467,93,972
780,"Self-enabling cohesive service-desk",2021-08-05,2020-06-13,18,352,920
781,"Digitized transitional middleware",2021-07-05,2021-08-08,455,479,190
782,"Enhanced heuristic superstructure",2020-12-21,2020-08-22,130,446,705
784,"Focused interactive leverage",2021-05-14,2021-04-14,422,57,838
785,"Up-sized reciprocal intranet",2020-04-22,2021-10-06,90,51,120
786,"Operative foreground attitude",2021-07-17,2020-03-29,384,209,354
787,"Down-sized methodical complexity",2020-10-26,2020-11-27,97,479,752
788,"Innovative zero defect collaboration",2020-01-26,2020-09-25,260,131,900
789,"Centralized dedicated protocol",2021-04-13,2020-12-09,216,417,893
790,"Vision-oriented interactive groupware",2021-04-07,2020-10-03,491,480,63
791,"Public-key global knowledge base",2020-01-29,2020-09-28,441,286,628
792,"Implemented intermediate protocol",2021-03-15,2020-12-17,446,30,845
793,"Open-architected hybrid matrix",2021-04-17,2020-05-25,113,340,394
794,"Phased reciprocal neural-net",2020-08-08,2021-04-27,356,275,323
796,"Innovative global initiative",2020-05-20,2020-05-17,375,256,788
797,"Versatile incremental attitude",2021-08-03,2021-10-12,182,161,921
798,"Cloned 5th generation orchestration",2021-09-17,2020-09-04,403,210,86
799,"Exclusive grid-enabled time-frame",2020-10-23,2020-06-22,207,474,782
800,"Reverse-engineered full-range orchestration",2020-09-01,2021-05-11,305,462,31
801,"Robust systematic concept",2021-06-22,2020-06-10,440,213,281
802,"Multi-tiered static framework",2020-03-06,2020-05-10,464,214,658
804,"Balanced encompassing matrix",2021-05-20,2021-03-18,7,317,204
805,"Down-sized bifurcated neural-net",2020-04-27,2020-09-16,49,95,446
806,"Persistent disintermediate data-warehouse",2020-08-07,2021-01-29,351,321,417
807,"Ergonomic motivating success",2020-07-16,2021-03-26,225,99,580
808,"User-centric bandwidth-monitored hierarchy",2021-01-18,2021-04-19,171,258,94
809,"Innovative executive strategy",2020-12-24,2020-07-30,41,96,612
810,"Inverse bottom-line frame",2020-06-11,2020-02-28,264,238,929
812,"Extended fresh-thinking website",2021-03-29,2021-08-19,410,137,295
813,"Realigned stable definition",2021-06-12,2021-09-25,143,463,68
